Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,scaled_loc_dirty
1259,1639496116882.jpg,1639496126956.jpg,1639496134582.jpg,1639496143952.jpg,1639496153179.jpg,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.2,0.8,0.8,0.2,0.6,0.0,1.0
1260,1639496285666.jpg,1639496295239.jpg,1639496303527.jpg,1639496311541.jpg,1639496320733.jpg,1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.6,0.4,0.2,1.0,0.6,0.6,0.4,0.0,1.0
1261,1639496441692.jpg,1639496454318.jpg,1639496464679.jpg,1639496473463.jpg,1639496485354.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.6,0.2,0.0,0.8,0.6,0.2,0.2,0.0,1.0
1262,1639749264484.jpg,1639749291354.jpg,1639749299771.jpg,1639749309236.jpg,1639749317811.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.8,0.4,0.4,1.0,0.6,0.6,0.4,0.0,1.0
1263,1639749452938.jpg,1639749464654.jpg,1639749472622.jpg,1639749481204.jpg,1639749489144.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.2,0.4,0.2,0.2,1.0
1264,1639749593404.jpg,1639749604884.jpg,1639749614034.jpg,1639749623130.jpg,1639749633372.jpg,1,0.2,0.2,0.2,0.4,0.2,0.2,0.0,0.8,0.0,0.4,0.6,0.6,0.6,0.4,0.6,0.6,0.0,1.0
1265,1639749748224.jpg,1639749755398.jpg,1639749763117.jpg,1639749792004.jpg,1639749802185.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.2,0.4,0.2,1.0,0.2,0.6,0.4,0.0,1.0
1266,1639749907483.jpg,1639749915217.jpg,1639749924125.jpg,1639749933144.jpg,1639749941765.jpg,1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.6,0.8,0.8,1.0,0.6,0.2,1.0,0.0,1.0
1267,1639750054145.jpg,1639750063171.jpg,1639750072584.jpg,1639750081254.jpg,1639750090785.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.6,0.2,1.0,0.2,0.6,0.8,0.0,1.0
1268,1639750204431.jpg,1639750214638.jpg,1639750226346.jpg,1639750237022.jpg,1639750245505.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.4,0.6,0.4,0.6,0.6,0.8,0.4,0.0,1.0
1269,1639750508638.jpg,1639750519498.jpg,1639750528641.jpg,1639750537906.jpg,1639750547736.jpg,7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.0,0.0,0.8,0.2,0.6,0.0,0.2,1.0,0.4,4.0
1270,1639750735062.jpg,1639750747007.jpg,1639750758183.jpg,1639750766674.jpg,1639750788985.jpg,2,0.4,0.2,0.0,0.4,0.4,0.4,0.0,0.8,0.0,0.6,0.2,0.0,0.8,0.6,0.2,0.2,0.0,1.0
1271,1639750939663.jpg,1639750950655.jpg,1639750958954.jpg,1639750968867.jpg,1639750981042.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.8,1.0,0.2,1.0,0.6,0.6,1.0,0.0,1.0
1272,1639751099258.jpg,1639751107766.jpg,1639751117140.jpg,1639751125889.jpg,1639751134198.jpg,1,0.2,0.2,0.0,0.4,0.0,0.4,0.4,0.8,0.0,0.8,0.4,0.2,1.0,1.0,0.6,0.6,0.0,1.0
1273,1639751319317.jpg,1639751327555.jpg,1639751337961.jpg,1639751347365.jpg,1639751359064.jpg,1,0.2,0.2,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.6,0.4,0.2,1.0,0.6,0.8,0.6,0.0,1.0
1274,1639751525594.jpg,1639751532404.jpg,1639751540914.jpg,1639751549272.jpg,1639751557171.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.8,0.8,1.0,0.4,0.6,1.0,0.2,1.0
1275,1639751762315.jpg,1639751779303.jpg,1639751792420.jpg,1639751809734.jpg,1639751826182.jpg,1,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.8,0.0,0.0,0.6,0.4,0.2,0.0,0.8,0.6,0.2,1.0
1276,1639752075853.jpg,1639752085017.jpg,1639752094488.jpg,1639752102676.jpg,1639752111474.jpg,1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.2,0.4,0.4,0.6,0.2,0.8,0.6,0.0,1.0
1277,1639752230097.jpg,1639752238096.jpg,1639752245714.jpg,1639752254433.jpg,1639752263828.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.8,0.8,0.8,1.0,1.0,0.8,1.0,0.2,1.0
1278,1639752363887.jpg,1639752373036.jpg,1639752380782.jpg,1639752388577.jpg,1639752397455.jpg,1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0,0.0,1.0
1279,1639752499777.jpg,1639752507993.jpg,1639752515948.jpg,1639752523885.jpg,1639752535166.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.8,1.0,0.2,0.8,1.0,0.0,1.0
1280,1639752639675.jpg,1639752647420.jpg,1639752658114.jpg,1639752666315.jpg,1639752676408.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.8,1.0,1.0,0.6,0.8,0.4,1.0,0.0,1.0
1281,1639752779563.jpg,1639752788094.jpg,1639752801531.jpg,1639752817608.jpg,1639752838651.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.8,0.8,0.8,0.8,0.4,0.8,0.0,1.0
1282,1639752948821.jpg,1639752980043.jpg,1639752995878.jpg,1639753005930.jpg,1639753015586.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.4,0.8,0.4,0.6,0.0,1.0
1283,1639753158784.jpg,1639753167365.jpg,1639753190705.jpg,1639753199844.jpg,1639753207914.jpg,1,0.0,0.2,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.4,0.6,0.2,0.6,0.0,1.0
1284,1639753326454.jpg,1639753339228.jpg,1639753350444.jpg,1639753358383.jpg,1639753367565.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.6,0.2,0.6,0.8,0.2,1.0
1285,1639753466166.jpg,1639753477660.jpg,1639753485735.jpg,1639753496138.jpg,1639753504317.jpg,1,0.2,0.4,0.4,0.4,0.2,0.2,0.0,0.8,0.0,0.2,0.8,0.0,1.0,0.2,1.0,0.8,0.0,1.0
1286,1639753668130.jpg,1639753676347.jpg,1639753691784.jpg,1639753699568.jpg,1639753709843.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.8,0.6,1.0,0.4,0.8,1.0,0.0,1.0
1287,1639753828736.jpg,1639753837215.jpg,1639753845195.jpg,1639753853968.jpg,1639753863342.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,1.0,0.8,1.0,0.6,0.6,1.0,0.0,1.0
1288,1639753988051.jpg,1639753997657.jpg,1639754004808.jpg,1639754012805.jpg,1639754022234.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.6,0.4,0.8,0.8,1.0,0.6,0.0,1.0
1289,1639754190958.jpg,1639754199821.jpg,1639754209024.jpg,1639754217601.jpg,1639754226606.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.6,0.4,1.0,0.4,0.8,0.6,0.0,1.0
1290,1639754327605.jpg,1639754340208.jpg,1639754352715.jpg,1639754362866.jpg,1639754371371.jpg,0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.8,0.2,0.8,0.2,0.4,0.8,0.0,1.0
1291,1639754495241.jpg,1639754503469.jpg,1639754512568.jpg,1639754520556.jpg,1639754529010.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.4,0.2,1.0,1.0,0.6,0.8,0.0,1.0
1292,1639754622510.jpg,1639754681783.jpg,1639754640469.jpg,1639754648453.jpg,1639754659728.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.8,0.8,0.8,0.6,1.0,0.8,0.0,1.0
1293,1639754786597.jpg,1639754794616.jpg,1639754801924.jpg,1639754809611.jpg,1639754817751.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.8,0.8,1.0,0.6,0.0,0.8,0.0,1.0
1294,1639754925576.jpg,1639754933276.jpg,1639754940686.jpg,1639754948968.jpg,1639754957265.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,1.0,1.0,1.0,0.4,0.6,1.0,0.0,1.0
1295,1639755098532.jpg,1639755110201.jpg,1639755117110.jpg,1639755124758.jpg,1639755133901.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.0,1.0
1296,1639755251734.jpg,1639755266849.jpg,1639755275533.jpg,1639755285057.jpg,1639755313807.jpg,7,0.2,0.2,0.2,0.2,0.2,0.4,0.0,1.0,0.4,0.4,1.0,0.0,1.0,0.4,0.8,0.6,0.2,4.0
1297,1639755575327.jpg,1639755583199.jpg,1639755592296.jpg,1639755601626.jpg,1639755612030.jpg,5,0.0,0.0,0.2,0.0,0.4,0.0,0.0,1.0,0.0,0.4,1.0,0.6,0.8,0.4,0.4,1.0,0.0,3.0
1298,1639755704424.jpg,1639755712915.jpg,1639755724788.jpg,1639755732750.jpg,1639755743203.jpg,5,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.8,0.4,0.8,1.0,0.8,0.8,0.6,0.8,1.0,0.0,3.0
1299,1639755943975.jpg,1639755952144.jpg,1639755960881.jpg,1639755970796.jpg,1639755989710.jpg,1,0.0,0.2,0.0,0.2,0.2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1300,1639756118694.jpg,1639756127569.jpg,1639756134876.jpg,1639756142957.jpg,1639756151346.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.8,0.8,1.0,0.6,1.0,0.8,0.0,1.0
1301,1639756316284.jpg,1639756324991.jpg,1639756334540.jpg,1639756344925.jpg,1639756355992.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.0,1.0
1302,1638329599970.jpg,1638329615079.jpg,1638329646783.jpg,1638329661985.jpg,1638329708690.jpg,0,0.4,0.0,0.0,0.2,0.4,0.4,0.0,1.0,0.4,0.4,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
1303,1638329934830.jpg,1638329971437.jpg,1638329990730.jpg,1638330005789.jpg,1638330018532.jpg,8,0.6,0.8,0.6,1.0,0.8,0.6,0.2,1.0,0.0,0.6,0.6,0.0,0.2,0.6,0.6,0.8,0.2,4.0
1304,1638330582042.jpg,1638330610730.jpg,1638330623119.jpg,1638330637070.jpg,1638330654322.jpg,9,0.4,0.2,0.2,0.4,0.4,0.6,0.6,1.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.2,5.0
1305,1638331636917.jpg,1638331651505.jpg,1638331679269.jpg,1638331700619.jpg,1638331713431.jpg,3,0.8,1.0,0.8,1.0,1.0,0.8,0.0,0.6,0.0,0.2,0.0,0.0,0.4,0.0,0.6,0.0,0.0,2.0
1306,1638334251206.jpg,1638334267379.jpg,1638334275997.jpg,1638334286856.jpg,1638334302356.jpg,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,0.6,0.0,0.4,0.2,0.0,0.4,0.2,4.0
1307,1638334505551.jpg,1638334517640.jpg,1638334531222.jpg,1638334546289.jpg,1638334565856.jpg,9,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.8,0.2,0.2,0.2,0.0,0.4,0.4,0.2,0.2,0.0,5.0
1308,1638334778739.jpg,1638334790198.jpg,1638334801024.jpg,1638334821235.jpg,1638334831775.jpg,7,0.8,1.0,1.0,1.0,1.0,0.8,0.4,1.0,0.4,0.4,0.2,0.0,0.2,0.4,0.6,0.4,0.0,4.0
1309,1638335386548.jpg,1638335406986.jpg,1638335418068.jpg,1638335435289.jpg,1638335451113.jpg,2,0.4,0.4,0.6,0.6,0.4,0.2,0.2,1.0,0.0,0.4,0.6,0.4,0.8,0.2,0.2,0.8,0.4,1.0
1310,1638335745277.jpg,1638335765431.jpg,1638335785042.jpg,1638335805911.jpg,1638335820112.jpg,3,0.2,1.0,0.6,1.0,1.0,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.6,0.2,0.2,0.0,2.0
1311,1638336387993.jpg,1638336405524.jpg,1638336428504.jpg,1638336456636.jpg,1638336467493.jpg,3,0.8,1.0,0.8,0.8,0.8,0.8,0.6,0.4,0.8,0.0,0.8,0.2,1.0,0.0,0.4,0.8,0.2,2.0
1312,1638336983969.jpg,1638337011258.jpg,1638337026891.jpg,1638337052259.jpg,1638337073028.jpg,2,0.6,1.0,0.8,1.0,1.0,0.6,0.8,0.6,0.6,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,1.0
1313,1638337335708.jpg,1638337349262.jpg,1638337363787.jpg,1638337378250.jpg,1638337392732.jpg,2,0.8,0.8,0.8,1.0,0.8,0.6,0.0,0.6,0.2,0.0,0.2,0.0,0.6,0.2,0.2,0.2,0.0,1.0
1314,1638337610477.jpg,1638337633542.jpg,1638337664762.jpg,1638337682458.jpg,1638337693272.jpg,2,0.6,1.0,1.0,1.0,1.0,0.6,0.2,0.8,0.4,1.0,0.2,0.0,0.2,1.0,0.0,0.2,0.0,1.0
1315,1638338100836.jpg,1638338117441.jpg,1638338130505.jpg,1638338152080.jpg,1638338164580.jpg,2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,1.0
1316,1638338667926.jpg,1638338684374.jpg,1638338695721.jpg,1638338706842.jpg,1638338717517.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.0,0.2,0.0,0.0,0.0,0.6,0.0,1.0,0.2,0.2,1.0
1317,1638339007293.jpg,1638339021348.jpg,1638339039674.jpg,1638339049915.jpg,1638339062936.jpg,1,0.2,0.0,0.0,0.2,0.4,0.2,0.2,1.0,0.0,1.0,0.8,0.2,0.0,1.0,0.2,0.6,0.6,1.0
1318,1638339326363.jpg,1638339341818.jpg,1638339361926.jpg,1638339375669.jpg,1638339392158.jpg,1,0.4,0.6,0.4,0.6,0.6,0.4,0.4,1.0,0.2,0.4,0.2,0.0,0.6,0.6,1.0,0.2,0.4,1.0
1319,1638339957985.jpg,1638339969485.jpg,1638339985764.jpg,1638339999349.jpg,1638340008904.jpg,3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.4,0.4,0.0,0.2,0.4,0.8,0.6,0.4,2.0
1320,1638341008186.jpg,1638341033603.jpg,1638341053675.jpg,1638341064869.jpg,1638341079279.jpg,0,0.2,0.2,0.2,0.2,0.4,0.2,0.2,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.8,0.4,0.0,1.0
1321,1638341599362.jpg,1638341620040.jpg,1638341634117.jpg,1638341645503.jpg,1638341654769.jpg,1,0.8,0.8,0.8,1.0,0.8,0.8,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0
1322,1638342052533.jpg,1638342068469.jpg,1638342079360.jpg,1638342096530.jpg,1638342114208.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,1.0,0.2,0.2,0.0,0.8,0.2,0.2,0.2,0.0,3.0
1323,1638342325005.jpg,1638342339021.jpg,1638342350926.jpg,1638342370501.jpg,1638342384331.jpg,3,0.8,1.0,0.8,1.0,1.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,2.0
1324,1638342595553.jpg,1638342631692.jpg,1638342652241.jpg,1638342678814.jpg,1638342700459.jpg,1,0.8,1.0,0.8,1.0,1.0,1.0,0.6,0.2,0.6,0.2,0.0,0.0,0.2,0.4,0.6,0.0,0.0,1.0
1325,1638342896238.jpg,1638342915270.jpg,1638342929535.jpg,1638342946998.jpg,1638342956946.jpg,1,0.4,0.6,0.4,0.6,0.6,0.4,0.6,0.8,0.0,0.0,0.6,0.2,0.6,0.0,0.4,0.6,0.2,1.0
1326,1638343177832.jpg,1638343216954.jpg,1638343251405.jpg,1638343269785.jpg,1638343295403.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
1327,1638343438990.jpg,1638343455687.jpg,1638343479680.jpg,1638343501472.jpg,1638343513802.jpg,1,0.6,0.8,0.4,0.4,0.8,0.6,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
1328,1638343638478.jpg,1638343649510.jpg,1638343694389.jpg,1638343717704.jpg,1638343750579.jpg,0,0.4,0.8,0.8,0.8,0.8,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0
1329,1638370884633.jpg,1638370901468.jpg,1638370920017.jpg,1638370933712.jpg,1638370945920.jpg,2,0.8,0.6,0.6,0.4,0.6,0.8,0.6,0.6,0.6,0.0,0.2,0.0,0.0,0.0,0.6,0.6,0.0,1.0
1330,1638371058777.jpg,1638371086772.jpg,1638371097480.jpg,1638371111060.jpg,1638371136638.jpg,1,0.2,0.2,0.0,0.0,0.4,0.2,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.6,0.2,0.0,1.0
1331,1638371241502.jpg,1638371253160.jpg,1638371263533.jpg,1638371276227.jpg,1638371290460.jpg,1,0.4,0.4,0.0,0.2,0.4,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0
1332,1638371401357.jpg,1638371417098.jpg,1638371429948.jpg,1638371440716.jpg,1638371455419.jpg,1,0.4,0.8,0.8,0.6,0.8,0.4,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,1.0
1333,1638371566201.jpg,1638371582027.jpg,1638371597719.jpg,1638371610952.jpg,1638371638146.jpg,1,0.4,0.4,0.2,0.4,0.6,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0
1334,1638371711277.jpg,1638371735536.jpg,1638371748116.jpg,1638371760173.jpg,1638371771251.jpg,0,0.6,1.0,0.8,0.8,1.0,0.6,0.4,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,1.0
1335,1638371856017.jpg,1638371868450.jpg,1638371881372.jpg,1638371894236.jpg,1638371904945.jpg,0,0.6,0.2,0.2,0.0,0.8,0.4,0.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0
1336,1638372008157.jpg,1638372017223.jpg,1638372044447.jpg,1638372059053.jpg,1638372068914.jpg,0,0.6,0.6,0.2,0.4,0.6,0.6,0.2,0.8,1.0,0.2,0.0,0.0,0.2,0.0,0.8,0.2,0.0,1.0
1337,1638372167852.jpg,1638372177893.jpg,1638372190697.jpg,1638372200900.jpg,1638372218069.jpg,0,0.2,1.0,1.0,0.8,1.0,0.2,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,1.0
1338,1638372333351.jpg,1638372348867.jpg,1638372359602.jpg,1638372374414.jpg,1638372387747.jpg,0,0.4,0.2,0.2,0.2,0.6,0.4,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0
1339,1638372486593.jpg,1638372499329.jpg,1638372512307.jpg,1638372534499.jpg,1638372545237.jpg,0,0.4,0.4,0.4,0.4,0.8,0.4,0.2,0.8,0.4,0.0,0.2,0.0,0.2,0.0,0.4,0.4,0.0,1.0
1340,1638372649201.jpg,1638372660125.jpg,1638372678745.jpg,1638372694236.jpg,1638372707827.jpg,0,0.4,0.2,0.2,0.0,0.2,0.2,0.2,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.6,0.0,1.0
1341,1638372828356.jpg,1638372841484.jpg,1638372855160.jpg,1638372868512.jpg,1638372879292.jpg,0,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,1.0
1342,1638373009727.jpg,1638373018070.jpg,1638373031953.jpg,1638373046637.jpg,1638373062130.jpg,0,0.4,0.2,0.2,0.2,0.2,0.6,0.4,1.0,1.0,0.4,0.0,0.0,0.2,0.2,0.8,0.2,0.0,1.0
1343,1638373154459.jpg,1638373164633.jpg,1638373173993.jpg,1638373190016.jpg,1638373200358.jpg,0,0.4,0.4,0.4,0.4,0.8,0.4,0.6,0.8,0.6,0.0,0.2,0.0,0.2,0.0,1.0,0.4,0.2,1.0
1344,1638373336368.jpg,1638373369972.jpg,1638373383455.jpg,1638373421227.jpg,1638373433617.jpg,0,0.6,0.6,0.4,0.6,0.6,0.4,0.2,1.0,0.6,0.2,0.0,0.0,0.0,0.2,0.8,0.4,0.0,1.0
1345,1638373558227.jpg,1638373568807.jpg,1638373577957.jpg,1638373588600.jpg,1638373610700.jpg,0,0.2,0.2,0.2,0.2,0.6,0.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,1.0
1346,1638373718977.jpg,1638373731151.jpg,1638373742422.jpg,1638373762931.jpg,1638373774618.jpg,0,0.4,0.6,0.4,0.4,0.6,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,1.0
1347,1637122308088.jpg,1637122329744.jpg,1637122383286.jpg,1637122421814.jpg,1637122447500.jpg,1,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,1.0
1348,1637122653812.jpg,1637122684120.jpg,1637122706610.jpg,1637122765770.jpg,1637122781417.jpg,1,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.4,0.0,1.0
1349,1637122933434.jpg,1637122954614.jpg,1637123015719.jpg,1637123066102.jpg,1637123080022.jpg,0,0.4,0.2,0.2,0.4,0.4,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.6,0.4,1.0
1350,1637123225308.jpg,1637123250140.jpg,1637123267788.jpg,1637123303354.jpg,1637123315987.jpg,0,0.6,0.8,0.8,0.8,0.8,0.4,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,1.0
1351,1637123444544.jpg,1637123465013.jpg,1637123480733.jpg,1637123516216.jpg,1637123548773.jpg,0,0.4,0.2,0.2,0.6,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.4,0.2,1.0
1352,1637123683752.jpg,1637123711284.jpg,1637123742644.jpg,1637123769625.jpg,1637123797879.jpg,4,0.6,0.6,0.6,0.6,0.8,0.6,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.2,2.0
1353,1637123963221.jpg,1637123989204.jpg,1637124018396.jpg,1637124035531.jpg,1637124065089.jpg,1,0.4,0.8,1.0,0.8,1.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0
1354,1637124270149.jpg,1637124289542.jpg,1637124348493.jpg,1637124369924.jpg,1637124395627.jpg,2,0.4,0.4,0.4,0.6,0.6,0.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,1.0
1355,1637124586046.jpg,1637124627814.jpg,1637124656934.jpg,1637124693893.jpg,1637124722215.jpg,2,0.6,0.2,0.2,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.2,0.0,1.0
1356,1637125308497.jpg,1637125329350.jpg,1637125355769.jpg,1637125381532.jpg,1637125432481.jpg,2,0.0,0.4,0.2,0.4,0.4,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.6,0.2,0.2,1.0
1357,1637125820763.jpg,1637125848250.jpg,1637125871198.jpg,1637125886969.jpg,1637125912284.jpg,3,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.4,0.2,2.0
1358,1637126130273.jpg,1637126146546.jpg,1637126180914.jpg,1637126202450.jpg,1637126224438.jpg,1,0.0,0.2,0.2,0.2,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.2,0.0,0.0,1.0
1359,1637126393518.jpg,1637126419700.jpg,1637126443680.jpg,1637126461261.jpg,1637126475035.jpg,2,0.4,0.0,0.0,0.2,0.0,0.4,0.4,0.6,0.0,0.4,0.2,0.0,1.0,0.4,0.6,0.6,0.2,1.0
1360,1637126644954.jpg,1637126676006.jpg,1637126702438.jpg,1637126719805.jpg,1637126737408.jpg,1,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,1.0
1361,1637126907804.jpg,1637126937004.jpg,1637126967507.jpg,1637126995294.jpg,1637127069459.jpg,1,0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.4,1.0
1362,1637127276927.jpg,1637127293650.jpg,1637127315466.jpg,1637127347032.jpg,1637127367355.jpg,1,0.6,0.4,0.4,0.6,0.6,0.6,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.0,1.0
1363,1637127524297.jpg,1637127551977.jpg,1637127573067.jpg,1637127607551.jpg,1637127628174.jpg,1,0.6,0.6,0.6,0.8,0.8,0.4,0.4,0.6,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.2,1.0
1364,1637128123255.jpg,1637128152956.jpg,1637128172012.jpg,1637128205546.jpg,1637128250501.jpg,2,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.4,0.8,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,1.0
1365,1637128939530.jpg,1637128977999.jpg,1637129020134.jpg,1637129034312.jpg,1637129045492.jpg,4,0.6,0.8,0.8,0.8,0.8,0.6,0.4,0.8,0.2,0.0,0.2,0.0,0.6,0.4,0.2,0.2,0.0,2.0
1366,1637129235505.jpg,1637129251899.jpg,1637129281904.jpg,1637129305103.jpg,1637129320325.jpg,4,0.8,0.8,0.8,0.8,1.0,0.6,0.2,0.6,0.0,0.6,0.0,0.0,0.6,0.8,0.2,0.0,0.0,2.0
