,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?
2453,1643015441186.jpg,1643015450338.jpg,1643015460586.jpg,1643015473573.jpg,1643015490819.jpg,3,0.0,0.4,0.2,0.0,0.4,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0
2454,1643015593253.jpg,1643015607254.jpg,1643015633181.jpg,1643015645326.jpg,1643015659007.jpg,2,0.4,0.6,0.6,0.6,0.8,0.6,0.4,0.4,0.4,0.6,0.0,0.0,0.6,0.2,0.6,0.0,0.0
2455,1643025991800.jpg,1643026002373.jpg,1643026019604.jpg,1643026028425.jpg,1643026045828.jpg,1,0.2,0.2,0.2,0.2,0.8,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0
2456,1643025804624.jpg,1643025821154.jpg,1643025841446.jpg,1643025871156.jpg,1643025897401.jpg,1,0.6,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2457,1643025653069.jpg,1643025666903.jpg,1643025682990.jpg,1643025693757.jpg,1643025708752.jpg,1,0.6,0.8,0.2,0.6,0.8,0.4,0.6,0.6,0.2,0.2,0.0,0.0,0.4,0.0,0.6,0.0,0.2
2458,1643025480815.jpg,1643025505579.jpg,1643025516538.jpg,1643025532059.jpg,1643025554933.jpg,3,0.2,0.4,0.0,0.4,0.0,0.2,0.4,0.4,0.0,0.6,0.0,0.0,0.8,0.6,0.6,0.0,0.0
2459,1643025296519.jpg,1643025305928.jpg,1643025321813.jpg,1643025337474.jpg,1643025355126.jpg,0,0.0,0.4,0.0,0.4,0.8,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0
2460,1643024971043.jpg,1643024988568.jpg,1643025003912.jpg,1643025037856.jpg,1643025073068.jpg,2,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.4,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0
2461,1643010520467.jpg,1643010547075.jpg,1643010583027.jpg,1643010601722.jpg,1643010616434.jpg,0,0.4,0.4,0.2,0.4,0.6,0.4,0.4,0.0,0.2,0.4,0.0,0.0,0.4,1.0,0.2,0.4,0.2
2462,1643010775817.jpg,1643010788347.jpg,1643010807756.jpg,1643010819807.jpg,1643010840440.jpg,0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.2,0.4,0.0,0.0,0.4,0.4,0.2,0.4,0.0
2463,1643010947516.jpg,1643010959492.jpg,1643010979596.jpg,1643010995781.jpg,1643011012461.jpg,0,0.8,1.0,0.8,0.8,1.0,0.8,0.6,0.4,0.0,0.6,0.0,0.0,0.8,0.6,0.2,0.6,0.2
2464,1643011129390.jpg,1643011143626.jpg,1643011165522.jpg,1643011183735.jpg,1643011203487.jpg,0,0.8,0.6,0.6,0.8,1.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.6,0.0
2465,1643011309344.jpg,1643011326144.jpg,1643011349842.jpg,1643011361482.jpg,1643011375333.jpg,0,0.2,0.8,0.4,0.8,0.0,0.2,0.4,0.4,0.0,0.6,0.4,0.0,0.8,0.8,0.8,0.6,0.0
2466,1643011482426.jpg,1643011497287.jpg,1643011509311.jpg,1643011524254.jpg,1643011541201.jpg,0,0.4,0.4,0.4,0.6,0.6,0.4,0.6,0.2,0.6,0.2,0.2,0.0,0.6,0.6,0.2,0.6,0.0
2467,1643011673875.jpg,1643011683868.jpg,1643011703411.jpg,1643011728117.jpg,1643011746072.jpg,1,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.4,0.2,0.4,0.0,0.0,0.6,0.4,0.8,0.8,0.4
2468,1643011850207.jpg,1643011874536.jpg,1643011896747.jpg,1643011918922.jpg,1643011930375.jpg,0,0.0,0.2,0.0,0.0,0.4,0.0,0.8,0.2,0.4,0.4,0.0,0.0,0.6,0.2,1.0,0.2,0.0
2469,1643012057130.jpg,1643012075877.jpg,1643012089613.jpg,1643012108051.jpg,1643012120252.jpg,3,0.8,0.4,0.4,0.6,0.6,0.8,1.0,0.2,0.4,0.4,0.0,0.0,0.6,0.6,0.4,0.8,0.0
2470,1643012256711.jpg,1643012275620.jpg,1643012296827.jpg,1643012314710.jpg,1643012329977.jpg,3,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.0,0.6,0.2,0.0,0.0,0.6,0.2,0.2,0.2,0.0
2471,1643012461363.jpg,1643012472404.jpg,1643012490862.jpg,1643012499776.jpg,1643012511461.jpg,0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.6,0.2,0.4
2472,1643012633052.jpg,1643012648314.jpg,1643012675304.jpg,1643012702506.jpg,1643012720489.jpg,3,0.4,0.6,0.6,0.6,0.8,0.4,0.2,0.4,1.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0
2473,1643012818007.jpg,1643012829639.jpg,1643012845300.jpg,1643012862189.jpg,1643012873168.jpg,1,0.2,0.4,0.4,0.6,0.6,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.4,0.4,0.4,0.0,0.0
2474,1643012996943.jpg,1643013014515.jpg,1643013026300.jpg,1643013044473.jpg,1643013062817.jpg,1,0.6,0.8,0.6,0.6,0.8,0.6,0.2,0.2,0.4,0.6,0.0,0.0,0.8,0.6,0.4,0.2,0.2
2475,1643013177829.jpg,1643013192051.jpg,1643013210291.jpg,1643013234534.jpg,1643013256055.jpg,0,0.2,0.6,0.6,0.8,0.6,0.4,0.2,0.2,1.0,0.4,0.0,0.0,0.6,0.2,0.2,0.2,0.0
2476,1643013347720.jpg,1643013359558.jpg,1643013369857.jpg,1643013386473.jpg,1643013409082.jpg,0,0.2,0.8,0.8,0.6,0.8,0.2,0.6,0.6,0.4,0.4,0.0,0.0,0.4,0.8,0.6,0.2,0.2
2477,1643013500191.jpg,1643013513418.jpg,1643013527647.jpg,1643013541177.jpg,1643013560044.jpg,0,0.8,0.6,0.6,0.6,0.6,0.8,1.0,0.6,0.4,0.4,0.2,0.0,0.2,0.6,0.6,0.6,0.0
2478,1643013686810.jpg,1643013705066.jpg,1643013726950.jpg,1643013742972.jpg,1643013758214.jpg,1,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.0,0.0,0.6,0.4,0.6,0.4,0.0
2479,1643100673166.jpg,1643100681241.jpg,1643100688291.jpg,1643100696337.jpg,1643100704037.jpg,1,0.2,0.2,0.0,0.0,0.4,0.4,0.0,0.8,0.2,0.2,0.8,0.8,0.8,0.2,0.6,0.8,0.0
2480,1643100805576.jpg,1643100812536.jpg,1643100818903.jpg,1643100824875.jpg,1643100834877.jpg,4,0.8,1.0,0.8,0.8,1.0,0.8,0.4,0.8,0.8,0.6,0.6,0.2,0.6,0.4,0.4,0.8,0.0
2481,1643101073000.jpg,1643101082277.jpg,1643101092401.jpg,1643101101459.jpg,1643101114907.jpg,6,0.4,0.4,0.4,0.4,0.4,0.6,0.0,0.0,0.6,0.4,0.6,0.0,0.6,0.8,0.8,0.6,0.2
2482,1643101258634.jpg,1643101272608.jpg,1643101280271.jpg,1643101292099.jpg,1643101301242.jpg,2,0.4,1.0,0.4,0.8,1.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0
2483,1643101408713.jpg,1643101415456.jpg,1643101424549.jpg,1643101429766.jpg,1643101435656.jpg,6,0.6,0.8,0.8,0.8,0.8,0.4,0.2,0.4,1.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0
2484,1643101733767.jpg,1643101743211.jpg,1643101753665.jpg,1643101765846.jpg,1643101810135.jpg,6,0.6,0.8,0.8,1.0,0.8,0.6,0.4,0.6,0.2,0.8,0.2,0.0,0.6,0.4,0.2,0.4,0.0
2485,1643102002595.jpg,1643101948457.jpg,1643101957247.jpg,1643101973734.jpg,1643101981355.jpg,3,0.2,0.4,0.4,0.4,0.4,0.2,0.4,1.0,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.0
2486,1643788718980.jpg,1643788729609.jpg,1643788794497.jpg,1643788804629.jpg,1643788835394.jpg,6,0.2,0.2,0.2,0.2,0.2,0.2,0.0,1.0,0.2,0.4,0.0,0.0,0.4,0.0,0.8,0.0,0.0
2487,1643785238239.jpg,1643785251588.jpg,1643785286731.jpg,1643785298917.jpg,1643785323158.jpg,1,0.8,0.6,0.4,0.8,0.8,0.8,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2488,1643784833723.jpg,1643784843680.jpg,1643784901378.jpg,1643784913140.jpg,1643784935650.jpg,4,0.4,0.0,0.0,0.0,0.6,0.6,0.2,1.0,0.2,0.0,0.2,0.2,0.4,0.0,1.0,0.2,0.0
2489,1643785042286.jpg,1643785053276.jpg,1643785115019.jpg,1643785129562.jpg,1643785152658.jpg,1,0.4,0.0,0.0,0.2,0.4,0.4,0.0,0.8,0.6,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0
2490,1643787054236.jpg,1643787117052.jpg,1643787137112.jpg,1643787147819.jpg,1643787156039.jpg,2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.6,0.4,0.2,0.0,0.2,0.2,0.6,0.6,0.2
2491,1643788232974.jpg,1643788242743.jpg,1643788266995.jpg,1643788279777.jpg,1643788289578.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2492,1643787827242.jpg,1643787855224.jpg,1643787919698.jpg,1643787933034.jpg,1643787974899.jpg,0,0.4,0.2,0.2,0.4,0.2,0.4,0.0,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.2
2493,1643787494495.jpg,1643787519309.jpg,1643787559556.jpg,1643787569363.jpg,1643787605733.jpg,1,0.0,0.6,0.2,0.2,0.6,0.0,0.0,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.2
2494,1643783862844.jpg,1643783880954.jpg,1643783896078.jpg,1643783928852.jpg,1643783962313.jpg,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.6,0.0
2495,1643788488529.jpg,1643788510054.jpg,1643788523015.jpg,1643788531174.jpg,1643788539719.jpg,0,0.4,0.0,0.0,0.0,0.2,0.4,0.2,1.0,1.0,0.0,0.2,0.0,0.2,0.0,1.0,0.6,0.0
2496,1643784378233.jpg,1643784390111.jpg,1643784555139.jpg,1643784567128.jpg,1643784586672.jpg,3,0.2,0.2,0.2,0.2,0.4,0.4,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0
2497,1643784075039.jpg,1643784088842.jpg,1643784102370.jpg,1643784144673.jpg,1643784153708.jpg,2,0.6,0.4,0.2,0.6,0.8,0.6,0.4,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2498,1643732375479.jpg,1643732395038.jpg,1643732508449.jpg,1643732527362.jpg,1643732543391.jpg,2,0.4,0.6,0.4,0.6,0.6,0.4,0.2,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.8,0.2,0.0
2499,1643731801722.jpg,1643731815995.jpg,1643731882789.jpg,1643731904512.jpg,1643731923951.jpg,6,1.0,0.8,0.6,1.0,1.0,1.0,0.6,1.0,0.4,0.2,0.2,0.0,0.0,0.0,0.8,0.2,0.2
2500,1643732119411.jpg,1643732135969.jpg,1643732165618.jpg,1643732183155.jpg,1643732193036.jpg,1,0.4,0.4,0.2,0.2,0.6,0.4,0.0,0.8,0.4,0.2,0.2,0.0,0.0,0.2,1.0,0.2,0.0
2501,1643732848209.jpg,1643732974223.jpg,1643733009365.jpg,1643733027717.jpg,1643733053117.jpg,9,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.8,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2
2502,1643299787933.jpg,1643299797000.jpg,1643299809116.jpg,1643299819130.jpg,1643299839176.jpg,0,0.2,0.4,0.4,0.4,0.6,0.2,0.0,0.8,0.6,0.0,0.2,0.0,0.2,0.0,0.8,0.2,0.2
2503,1643299090506.jpg,1643299174679.jpg,1643299195451.jpg,1643299218108.jpg,1643299230485.jpg,1,0.8,0.4,0.2,0.6,0.6,0.8,0.2,1.0,0.8,0.6,0.0,0.0,0.0,0.0,0.8,0.2,0.0
2504,1643731353924.jpg,1643731374084.jpg,1643731429571.jpg,1643731455909.jpg,1643731478462.jpg,3,0.8,0.8,0.4,0.8,0.8,0.8,0.6,1.0,0.8,0.2,0.4,0.0,0.0,0.2,0.8,0.6,0.2
2505,1643299422282.jpg,1643299431707.jpg,1643299456752.jpg,1643299506478.jpg,1643299495993.jpg,0,0.8,0.4,0.0,0.0,0.6,0.8,0.2,1.0,1.0,0.8,0.2,0.0,0.0,0.2,1.0,0.2,0.0
2506,1643386873077.jpg,1643386898698.jpg,1643386923490.jpg,1643386944746.jpg,1643386978976.jpg,5,0.4,0.6,0.6,0.4,0.6,0.4,0.2,0.8,0.2,0.2,0.4,0.2,0.0,0.0,1.0,0.4,0.2
2507,1643300009919.jpg,1643300022149.jpg,1643300045977.jpg,1643300057157.jpg,1643300095492.jpg,2,0.4,0.6,0.2,0.4,0.6,0.2,0.2,1.0,0.0,0.4,0.0,0.0,0.0,0.2,0.8,0.0,0.0
2508,1643387055906.jpg,1643387067709.jpg,1643387081548.jpg,1643387102084.jpg,1643387122877.jpg,4,0.6,0.4,0.2,0.2,0.4,0.6,0.0,1.0,0.8,0.0,0.2,0.0,0.2,0.0,1.0,0.2,0.0
2509,1643300328069.jpg,1643300339728.jpg,1643300355449.jpg,1643300377088.jpg,1643300394607.jpg,4,0.6,0.6,0.6,0.6,0.8,0.6,0.2,0.8,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.2,0.0
2510,1643731057030.jpg,1643731106434.jpg,1643731123184.jpg,1643731135405.jpg,1643731224887.jpg,8,0.8,0.6,0.4,0.8,0.8,1.0,0.0,1.0,0.2,0.6,0.2,0.0,0.2,0.2,0.8,0.2,0.0
2511,1643730078722.jpg,1643730094449.jpg,1643730111164.jpg,1643730125033.jpg,1643730139587.jpg,7,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.8,0.6,0.2,0.2,0.0,0.0,0.0,0.8,0.2,0.0
2512,1643387276799.jpg,1643387293812.jpg,1643387320764.jpg,1643387334162.jpg,1643387351971.jpg,3,0.8,0.8,0.6,0.6,1.0,0.6,0.0,0.8,0.2,0.4,0.0,0.0,0.0,0.2,0.8,0.0,0.0
2513,1643387554423.jpg,1643387567282.jpg,1643387663539.jpg,1643387694431.jpg,1643387722459.jpg,6,0.2,0.6,0.4,0.4,0.6,0.4,0.4,0.8,0.4,0.6,0.0,0.0,0.0,0.2,1.0,0.2,0.0
2514,1643729731603.jpg,1643729757679.jpg,1643729771205.jpg,1643729781914.jpg,1643729803328.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.8,0.6,0.0,0.0
2515,1643728180754.jpg,1643728195766.jpg,1643728219097.jpg,1643728230648.jpg,1643728246571.jpg,3,0.4,0.2,0.2,0.2,0.2,0.4,0.0,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0
2516,1643728714509.jpg,1643728792637.jpg,1643728864675.jpg,1643728888889.jpg,1643728941552.jpg,9,0.6,0.6,0.4,0.6,0.8,0.6,0.0,0.8,0.0,0.4,0.0,0.0,0.4,0.2,0.6,0.0,0.0
2517,1643729380522.jpg,1643729394257.jpg,1643729432678.jpg,1643729444418.jpg,1643729467768.jpg,2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.2,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0
2518,1643785862031.jpg,1643785874571.jpg,1643785884316.jpg,1643785898001.jpg,1643785933730.jpg,1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.0,0.2,0.0,1.0,0.4,0.0
2519,1643727070015.jpg,1643727098657.jpg,1643727116744.jpg,1643727130013.jpg,1643727140734.jpg,3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.0,0.0
2520,1643726733817.jpg,1643726761644.jpg,1643726795512.jpg,1643726808997.jpg,1643726831969.jpg,2,0.6,0.6,0.2,0.4,0.6,0.6,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2521,1643786739660.jpg,1643786748786.jpg,1643786772482.jpg,1643786781058.jpg,1643786794164.jpg,0,0.4,0.2,0.0,0.2,0.6,0.4,0.0,1.0,0.4,0.4,0.2,0.0,0.0,0.0,0.8,0.0,0.0
2522,1643386374289.jpg,1643386384982.jpg,1643386450520.jpg,1643386466059.jpg,1643386482682.jpg,1,0.2,0.2,0.2,0.2,0.6,0.2,0.2,1.0,0.4,0.6,0.2,0.0,0.2,0.4,0.4,0.2,0.0
2523,1643300596939.jpg,1643300615797.jpg,1643300637188.jpg,1643300649409.jpg,1643300683868.jpg,6,0.6,0.8,0.2,0.6,0.8,0.8,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2524,1643730591446.jpg,1643730633965.jpg,1643730652972.jpg,1643730679788.jpg,1643730700842.jpg,6,0.4,0.2,0.0,0.2,0.4,0.4,0.2,1.0,0.2,0.0,0.2,0.2,0.2,0.0,0.8,0.2,0.2
2525,1643386596751.jpg,1643386608114.jpg,1643386618553.jpg,1643386631360.jpg,1643386665118.jpg,6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.2,0.0,0.2,0.0,0.2,0.0,0.6,0.2,0.2
2526,1643726448351.jpg,1643726485908.jpg,1643726533361.jpg,1643726555334.jpg,1643726590743.jpg,0,0.6,0.2,0.2,0.2,0.2,0.8,0.4,0.8,0.6,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0
2527,1643786129478.jpg,1643786139874.jpg,1643786171242.jpg,1643786181448.jpg,1643786248895.jpg,4,0.6,0.6,0.2,0.6,0.8,0.8,0.2,1.0,0.2,0.2,0.2,0.0,0.2,0.2,0.8,0.2,0.0
2528,1643786478157.jpg,1643786492574.jpg,1643786539412.jpg,1643786549772.jpg,1643786562594.jpg,0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.2,0.0,1.0,0.4,0.0
2529,1643726124054.jpg,1643726139855.jpg,1643726176327.jpg,1643726191776.jpg,1643726216072.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0
2530,1643384469308.jpg,1643384481690.jpg,1643384520148.jpg,1643384547702.jpg,1643384565135.jpg,10,0.8,0.6,0.6,0.8,0.8,0.6,0.0,0.4,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0
2531,1643383456646.jpg,1643383473400.jpg,1643383508113.jpg,1643383519350.jpg,1643383559341.jpg,2,0.4,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.8,0.0,0.2,0.2,0.4,0.0,0.8,0.2,0.0
2532,1643383833951.jpg,1643383879783.jpg,1643383899531.jpg,1643383907839.jpg,1643383945027.jpg,3,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2533,1643384119079.jpg,1643384132259.jpg,1643384143428.jpg,1643384160912.jpg,1643384182868.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.6,0.0,0.4,0.0,0.0
2534,1643380870528.jpg,1643380890671.jpg,1643380907178.jpg,1643380922811.jpg,1643380960877.jpg,3,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2535,1643385135721.jpg,1643385145191.jpg,1643385160073.jpg,1643385172642.jpg,1643385181761.jpg,2,0.4,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
2536,1643384961943.jpg,1643384972561.jpg,1643384984401.jpg,1643384995670.jpg,1643385008312.jpg,6,0.2,0.2,0.0,0.2,0.4,0.4,0.2,1.0,0.4,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
2537,1643385294257.jpg,1643385309288.jpg,1643385336906.jpg,1643385350525.jpg,1643385373989.jpg,2,0.4,0.6,0.4,0.4,0.6,0.4,0.0,0.4,0.2,0.4,0.0,0.0,0.2,0.2,0.4,0.0,0.0
2538,1643385835720.jpg,1643385856487.jpg,1643385882301.jpg,1643385898193.jpg,1643385912881.jpg,4,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.8,0.2,0.6,0.2,0.0,0.2,0.0,1.0,0.2,0.0
2539,1643382679623.jpg,1643382695597.jpg,1643382708729.jpg,1643382726506.jpg,1643382739177.jpg,4,0.4,0.8,0.4,0.2,1.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0
2540,1643381148314.jpg,1643381166136.jpg,1643381184826.jpg,1643381197023.jpg,1643381211502.jpg,4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.4,0.8,0.0,0.0
2541,1643383162035.jpg,1643383180331.jpg,1643383215009.jpg,1643383227527.jpg,1643383244311.jpg,6,0.2,0.4,0.2,0.2,0.4,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0
2542,1643382341993.jpg,1643382373823.jpg,1643382390440.jpg,1643382402348.jpg,1643382433975.jpg,1,0.4,0.2,0.2,0.2,0.2,0.6,0.2,0.8,0.8,0.0,0.2,0.0,0.2,0.0,0.8,0.2,0.0
2543,1643380607065.jpg,1643380624095.jpg,1643380635524.jpg,1643380659459.jpg,1643380681558.jpg,4,0.6,0.2,0.0,0.2,0.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0
2544,1643381649092.jpg,1643381681849.jpg,1643381697805.jpg,1643381716168.jpg,1643381732948.jpg,4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.8,0.4,0.2,0.0,0.2,0.0,0.8,0.4,0.0
2545,1643382078576.jpg,1643382088361.jpg,1643382098039.jpg,1643382108216.jpg,1643382120594.jpg,1,0.6,0.4,0.4,0.8,0.4,0.2,0.2,1.0,0.6,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.0
2546,1643378209214.jpg,1643378220164.jpg,1643378254779.jpg,1643378269802.jpg,1643378345623.jpg,2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0
2547,1643377123803.jpg,1643377134904.jpg,1643377224926.jpg,1643377247346.jpg,1643377262913.jpg,0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.2,0.8,0.4,0.0
2548,1643377620826.jpg,1643377640804.jpg,1643377673566.jpg,1643377684522.jpg,1643377699983.jpg,6,0.4,0.4,0.0,0.2,0.2,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
2549,1643376582150.jpg,1643376598544.jpg,1643376632235.jpg,1643376730359.jpg,1643376687600.jpg,3,0.2,0.0,0.0,0.2,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
2550,1643377950324.jpg,1643377974140.jpg,1643377996503.jpg,1643378006086.jpg,1643378049093.jpg,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0
2551,1643379417819.jpg,1643379443725.jpg,1643379458150.jpg,1643379467566.jpg,1643379481816.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.4,1.0,0.4,0.0
2552,1643378595978.jpg,1643378619595.jpg,1643378653428.jpg,1643378666348.jpg,1643378676460.jpg,0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0
2553,1643378913897.jpg,1643378937003.jpg,1643378962052.jpg,1643378982494.jpg,1643378995655.jpg,2,0.6,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
2554,1643706169250.jpg,1643706183813.jpg,1643706194896.jpg,1643706225253.jpg,1643706247632.jpg,5,0.2,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.8,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.2
2555,1643705035061.jpg,1643705050653.jpg,1643705098678.jpg,1643705116864.jpg,1643705131566.jpg,1,0.0,0.6,0.4,0.6,0.6,0.0,0.6,1.0,0.6,0.0,0.4,0.2,0.0,0.0,0.8,0.8,0.2
2556,1643958374527.jpg,1643958389275.jpg,1643958426779.jpg,1643958437691.jpg,1643958456820.jpg,3,0.6,0.2,0.2,0.0,0.4,0.4,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2557,1643705292856.jpg,1643705303203.jpg,1643705312299.jpg,1643705323602.jpg,1643705361750.jpg,0,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4
2558,1643706788067.jpg,1643706807874.jpg,1643706828862.jpg,1643706849206.jpg,1643706863648.jpg,5,0.2,0.8,0.2,0.6,0.8,0.2,0.2,1.0,0.4,0.4,0.0,0.0,0.0,0.2,0.6,0.4,0.2
2559,1643707822646.jpg,1643707838003.jpg,1643707854506.jpg,1643707866913.jpg,1643707880791.jpg,2,0.2,0.2,0.2,0.4,0.6,0.6,0.4,0.6,0.8,0.4,0.0,0.0,0.0,0.4,0.6,0.0,0.2
2560,1643706355846.jpg,1643706376331.jpg,1643706415602.jpg,1643706436720.jpg,1643706452523.jpg,5,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.2,0.8,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.2
2561,1643958099111.jpg,1643958109903.jpg,1643958126364.jpg,1643958136347.jpg,1643958164239.jpg,0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,1.0,0.0,0.2,0.0,0.2,0.0,0.8,0.2,0.4
2562,1643704382466.jpg,1643704437588.jpg,1643704523000.jpg,1643704547407.jpg,1643704597859.jpg,2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.8,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.6,0.0
2563,1644560005786.jpg,1644560035125.jpg,1644560046735.jpg,1644560060597.jpg,1644560070994.jpg,0,0.4,0.2,0.0,0.4,0.4,0.4,0.0,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0
2564,1644559621399.jpg,1644559635317.jpg,1644559654399.jpg,1644559719166.jpg,1644559769611.jpg,2,0.6,0.4,0.4,0.6,0.4,0.6,0.2,0.6,0.6,0.0,0.4,0.0,0.2,0.0,0.8,0.4,0.0
